OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_AREANAME,FMR_CODE,FMR_4PLUSBDR,Shape__Area,Shape__Length
490,518,529,700,969,1056,"Grady County, OK HUD Metro FMR Area",METRO36420N40051,1056,4276322576.11719,299602.497373183
491,526,529,700,916,970,"Lincoln County, OK HUD Metro FMR Area",METRO36420N40081,970,3801150670.73828,246676.456843943
492,906,938,1152,1666,2023,"Olympia-Tumwater, WA MSA",METRO36500M36500,2023,4086472413.19531,560723.669933338
493,932,1004,1190,1576,1879,"Orlando-Kissimmee-Sanford, FL MSA",METRO36740M36740,1879,13486234537.709,742672.00801201
494,536,571,746,962,1142,"Owensboro, KY MSA",METRO36980M36980,1142,3860998249.30469,391954.268566598
495,1153,1362,1795,2518,3019,"Oxnard-Thousand Oaks-Ventura, CA MSA",METRO37100M37100,3019,7092405755.03906,476863.734302104
496,623,744,927,1250,1383,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",METRO36540M36540,1383,16754729759.8984,680413.575083293
497,511,573,758,1093,1308,"Saunders County, NE HUD Metro FMR Area",METRO36540N31155,1308,3482029771.65234,251533.630501316
498,543,606,769,1031,1301,"Oshkosh-Neenah, WI MSA",METRO36780M36780,1301,2903192060.29688,215689.154553521
499,642,797,1000,1370,1681,"Palm Bay-Melbourne-Titusville, FL MSA",METRO37340M37340,1681,3557720928.94922,1219303.75261781
500,765,867,1011,1429,1593,"Panama City-Lynn Haven-Panama City Beach, FL HUD Metro FMR Area",METRO37460M37460,1593,2686524001.61328,1024948.67080549
501,695,700,926,1160,1425,"Gulf County, FL HUD Metro FMR Area",METRO37460N12045,1425,1972026280.57227,339950.977642431
502,547,605,722,994,1124,"Parkersburg-Vienna, WV MSA",METRO37620M37620,1124,2636401884.38281,285689.113829808
503,789,794,955,1342,1677,"Pensacola-Ferry Pass-Brent, FL MSA",METRO37860M37860,1677,5952700195.08594,944109.210691085
504,573,629,798,1022,1151,"Peoria, IL MSA",METRO37900M37900,1151,11388871265.9414,516185.734980522
505,840,992,1200,1503,1715,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",METRO37980M37980,1715,20751268520.6602,1400140.55790443
506,744,868,1073,1551,1776,"Phoenix-Mesa-Scottsdale, AZ MSA",METRO38060M38060,1776,54133936929.9258,1124974.94170232
507,525,545,716,897,1127,"Pine Bluff, AR MSA",METRO38220M38220,1127,7890387828.62109,477749.602417821
508,647,725,896,1137,1248,"Pittsburgh, PA HUD Metro FMR Area",METRO38300M38300,1248,20909467420.1836,836897.344654875
509,472,596,734,931,992,"Armstrong County, PA HUD Metro FMR Area",METRO38300N42005,992,3004583088.00781,334503.310680926
510,708,843,1048,1342,1463,"Pittsfield, MA HUD Metro FMR Area",METRO38340M38340,1463,1225455748.36719,225067.508783976
511,901,906,1067,1337,1529,"Berkshire County, MA (part) HUD Metro FMR Area",METRO38340N25003,1529,3268299486.41406,536793.469275729
512,450,530,701,977,1231,"Pocatello, ID MSA",METRO38540M38540,1231,5500069852.74219,506347.038991529
513,398,408,467,675,818,"Ponce, PR HUD Metro FMR Area",METRO38660M38660,818,618352114.463867,149194.386563836
514,354,363,416,575,731,"Yauco, PR HUD Metro FMR Area",METRO38660M49500,731,555734903.972656,206698.215200052
515,497,605,774,970,1178,"Wausau, WI MSA",METRO48140M48140,1178,8136680116.47266,380292.538523295
516,450,555,700,883,946,"Weirton-Steubenville, WV-OH MSA",METRO48260M48260,946,2643597349.87891,243054.881964522
517,667,742,981,1326,1405,"Wenatchee, WA MSA",METRO48300M48300,1405,27800048804.7578,1094925.50258024
518,1243,1463,1775,2283,2598,"Westchester County, NY Statutory Exception Area",METRO48325M48325,2598,2055874980.68359,359324.743186436
519,548,552,702,900,1092,"Wheeling, WV-OH MSA",METRO48540M48540,1092,4249499986.53906,297750.934638479
520,506,598,787,1073,1302,"Wichita, KS HUD Metro FMR Area",METRO48620M48620,1302,12449583737.1992,483156.025015679
521,432,518,672,953,1089,"Kingman County, KS HUD Metro FMR Area",METRO48620N20095,1089,3578040141.38672,244165.311455022
522,448,531,697,906,1143,"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,1143,4850887748.84766,279394.63907829
523,496,599,772,1069,1356,"Wichita Falls, TX MSA",METRO48660M48660,1356,10054228235.4531,484356.185566232
524,715,790,1003,1404,1704,"Wilmington, NC HUD Metro FMR Area",METRO48900M48900,1704,764197573.357422,458956.978759775
525,689,694,856,1152,1184,"Williamsport, PA MSA",METRO48700M48700,1184,5720636453.88281,354593.408125577
526,607,694,794,1075,1395,"Pender County, NC HUD Metro FMR Area",METRO48900N37141,1395,3347716000.74219,556589.046471151
527,719,724,958,1310,1683,"Winchester, VA-WV MSA",METRO49020M49020,1683,4627608400.46875,350276.181055216
528,558,583,729,985,1211,"Winston-Salem, NC HUD Metro FMR Area",METRO49180M49180,1211,5867259547.74609,456515.756711179
529,578,582,679,959,1083,"Davidson County, NC HUD Metro FMR Area",METRO49180N37057,1083,2236861173.76953,242269.438534042
530,864,946,1202,1506,1632,"Worcester, MA HUD Metro FMR Area",METRO49340M49340,1632,3949949408.39453,339758.90236414
531,897,1082,1361,1749,1995,"Trenton, NJ MSA",METRO45940M45940,1995,1019820113.24219,188995.643621654
532,580,683,903,1306,1543,"Tucson, AZ MSA",METRO46060M46060,1543,33258659889.8594,863100.300510215
533,465,564,700,948,1151,"Pawnee County, OK HUD Metro FMR Area",METRO46140N40117,1151,2377690375.83203,295577.613997228
534,658,705,847,1092,1145,"Tuscaloosa, AL HUD Metro FMR Area",METRO46220M46220,1145,7433241628.64844,583111.659021363
535,478,481,628,846,849,"Pickens County, AL HUD Metro FMR Area",METRO46220N01107,849,3307691701.07031,272612.85701113
536,742,747,908,1178,1443,"Tyler, TX MSA",METRO46340M46340,1443,3458261216.48047,351615.190573333
537,1390,1563,2067,2989,3631,"Urban Honolulu, HI MSA",METRO46520M46520,3631,1813724580.25781,477161.912335575
538,556,608,786,985,1072,"Utica-Rome, NY MSA",METRO46540M46540,1072,13301811143.4883,674854.796525965
539,533,536,697,986,1224,"Valdosta, GA MSA",METRO46660M46660,1224,5739896852.77148,416087.012061998
540,983,1184,1443,2086,2531,"Vallejo-Fairfield, CA MSA",METRO46700M46700,2531,3744063232.40234,337353.781358925
541,693,784,960,1251,1328,"Victoria, TX MSA",METRO47020M47020,1328,5907063858.48828,448908.512686128
542,842,936,1229,1632,1939,"Vineland-Bridgeton, NJ MSA",METRO47220M47220,1939,2182233890.41016,266058.213407726
543,919,925,1104,1553,1938,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",METRO47260M47260,1938,9788412738.67188,3660351.35568227
544,799,984,1217,1525,2138,"Kendall County, TX HUD Metro FMR Area",METRO41700N48259,2138,2294734193.01953,191498.603989494
545,529,609,806,1097,1313,"Medina County, TX HUD Metro FMR Area",METRO41700N48325,1313,4565697632.01172,298951.405773425
546,1333,1490,1938,2776,3404,"San Diego-Carlsbad, CA MSA",METRO41740M41740,3404,15654886211.375,770054.028819693
547,1397,1693,2109,2902,3558,"Oakland-Fremont, CA HUD Metro FMR Area",METRO41860MM5775,3558,6241888488.33203,621020.56656816
548,1822,2255,2809,3663,3912,"San Francisco, CA HUD Metro FMR Area",METRO41860MM7360,3912,4275324416.87891,955407.207799009
549,345,366,419,593,736,"San German, PR MSA",METRO41900M41900,736,642458308.011719,235813.981685243
550,1865,2212,2712,3658,4198,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",METRO41940M41940,4198,5314492329.19922,470583.392020952
551,1314,1323,1750,2530,3074,"San Benito County, CA HUD Metro FMR Area",METRO41940N06069,3074,5599491377.62109,454295.101018139
552,391,394,515,679,790,"Fajardo, PR HUD Metro FMR Area",METRO41980M21940,790,246767443.761719,153156.974042904
553,379,427,489,699,799,"Caguas, PR HUD Metro FMR Area",METRO41980MM1310,799,660617109.641602,172522.689076036
554,431,459,549,728,913,"San Juan-Guaynabo, PR HUD Metro FMR Area",METRO41980MM7440,913,2643804435.09375,570663.683574471
555,334,363,416,540,572,"Barranquitas-Aibonito, PR HUD Metro FMR Area",METRO41980N72923,572,626582943.703125,232026.931290574
556,1059,1196,1542,2230,2708,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",METRO42020M42020,2708,12966488798.4063,776768.692725906
557,1567,1844,2439,3241,3701,"Santa Cruz-Watsonville, CA MSA",METRO42100M42100,3701,1820016405.05859,288793.531590704
558,818,928,1069,1406,1551,"Santa Fe, NM MSA",METRO42140M42140,1551,7484973943.53906,399621.949706914
559,1403,1667,1951,2625,3040,"Santa Maria-Santa Barbara, CA MSA",METRO42200M42200,3040,10560505757.9023,847816.624895101
560,1254,1447,1887,2728,3298,"Santa Rosa, CA MSA",METRO42220M42220,3298,6739299619.52344,497301.082655484
561,827,870,996,1364,1554,"Savannah, GA MSA",METRO42340M42340,1554,5101183486.11914,705636.710646043
562,541,636,780,1007,1102,"Scranton--Wilkes-Barre, PA MSA",METRO42540M42540,1102,8163939762.82422,392419.948443846
563,1416,1557,1899,2733,3228,"Seattle-Bellevue, WA HUD Metro FMR Area",METRO42660MM7600,3228,24631112711.0547,1131728.74604634
564,860,966,1265,1829,2222,"Tacoma, WA HUD Metro FMR Area",METRO42660MM8200,2222,9427029921.85938,1003389.58251056
565,617,802,961,1352,1547,"Sebastian-Vero Beach, FL MSA",METRO42680M42680,1547,1710723825.18164,414225.717794561
566,540,636,841,1098,1195,"Sebring, FL MSA",METRO42700M42700,1195,3644944402.4082,340050.493884065
567,584,718,828,1045,1200,"Shreveport-Bossier City, LA HUD Metro FMR Area",METRO43340M43340,1200,9841082771.24219,558873.588027088
568,467,595,727,911,1054,"Sheboygan, WI MSA",METRO43100M43100,1054,2567145270.64453,204681.170882729
569,604,708,892,1212,1354,"Sherman-Denison, TX MSA",METRO43300M43300,1354,3667574920.39844,293046.5830584
570,455,560,641,917,937,"Webster Parish, LA HUD Metro FMR Area",METRO43340N22119,937,2255748178.02734,280174.697996785
571,638,642,823,1190,1446,"Sierra Vista-Douglas, AZ MSA",METRO43420M43420,1446,22401550342.3633,602288.649834499
572,527,620,820,1027,1108,"Sioux City, IA-NE-SD HUD Metro FMR Area",METRO43580M43580,1108,9993715242.08203,677397.719257163
573,427,530,664,894,898,"Plymouth County, IA HUD Metro FMR Area",METRO43580N19149,898,4148784907.10938,318168.323432559
574,612,715,873,1153,1326,"Sioux Falls, SD MSA",METRO43620M43620,1326,12734776803.8008,565874.014006174
575,530,652,810,1047,1095,"South Bend-Mishawaka, IN HUD Metro FMR Area",METRO43780M43780,1095,2139694297.74609,208110.808993662
576,515,578,765,979,1034,"Cass County, MI HUD Metro FMR Area",METRO43780N26027,1034,2379412479.25781,195708.69705158
577,552,632,758,1013,1130,"Spartanburg, SC HUD Metro FMR Area",METRO43900M43900,1130,3164293413.07422,258171.959076399
578,503,520,688,913,994,"Union County, SC HUD Metro FMR Area",METRO43900N45087,994,1981534620.51172,225283.989825992
579,569,669,885,1266,1484,"Spokane, WA HUD Metro FMR Area",METRO44060M44060,1484,10145484311.6641,460758.102615524
580,491,578,764,1105,1169,"Pend Oreille County, WA HUD Metro FMR Area",METRO44060N53051,1169,8411429819.14844,452918.789380622
581,480,570,739,1026,1049,"Stevens County, WA HUD Metro FMR Area",METRO44060N53065,1049,14917337428.5547,737301.523411928
582,573,657,846,1074,1144,"Springfield, IL MSA",METRO44100M44100,1144,5243246085.55469,391041.932413645
583,702,831,1061,1329,1521,"Springfield, MA MSA",METRO44140M44140,1521,5575601216.16016,432252.782115254
584,548,561,723,1045,1168,"Springfield, MO HUD Metro FMR Area",METRO44180M44180,1168,7502004776.80859,399905.273838479
585,493,497,646,820,1058,"Dallas County, MO HUD Metro FMR Area",METRO44180N29059,1058,2248536177.32031,213011.541656234
586,491,494,646,927,1011,"Polk County, MO HUD Metro FMR Area",METRO44180N29167,1011,2656346645.03906,215425.512268514
587,506,613,788,1001,1069,"Springfield, OH MSA",METRO44220M44220,1069,1774348919.18359,182131.029005981
588,868,887,1019,1440,1527,"State College, PA MSA",METRO44300M44300,1527,5053342010.83203,455937.874757726
589,657,661,875,1178,1183,"Staunton-Waynesboro, VA MSA",METRO44420M44420,1183,4221854600.43359,309359.830602802
590,702,826,1092,1579,1918,"Stockton-Lodi, CA MSA",METRO44700M44700,1918,5949475260.59375,415586.584273758
591,618,622,760,1038,1178,"Sumter, SC MSA",METRO44940M44940,1178,2571875790.58203,341587.582533483
592,599,688,858,1088,1224,"Syracuse, NY MSA",METRO45060M45060,1224,12083204881.6445,681837.894451932
593,727,776,957,1282,1406,"Tallahassee, FL HUD Metro FMR Area",METRO45220M45220,1406,6446321405.26758,503285.147555915
594,606,772,891,1116,1411,"Wakulla County, FL HUD Metro FMR Area",METRO45220N12129,1411,2144065138.93555,622158.197532823
595,860,916,1133,1485,1794,"Tampa-St. Petersburg-Clearwater, FL MSA",METRO45300M45300,1794,8759984594.12695,2238047.4760806
596,496,564,740,927,1198,"Bremer County, IA HUD Metro FMR Area",METRO47940N19017,1198,2113296358.15234,185613.512246357
597,748,880,1164,1460,1672,"Watertown-Fort Drum, NY MSA",METRO48060M48060,1672,6451948392.37891,1144933.56263354
598,484,487,646,833,891,"DeKalb County, AL",NCNTY01049N01049,891,2973787462.56641,274436.414029095
599,492,549,628,838,860,"Escambia County, AL",NCNTY01053N01053,860,3379416899.99414,289966.990658454
600,492,549,628,841,887,"Fayette County, AL",NCNTY01057N01057,887,2362326402.15625,222357.074577149
601,492,543,628,787,849,"Franklin County, AL",NCNTY01059N01059,849,2468065433.18359,210521.472242938
602,492,549,628,787,892,"Monroe County, AL",NCNTY01099N01099,892,3702212389.19531,337583.59915538
603,482,540,628,849,849,"Pike County, AL",NCNTY01109N01109,849,2420364743.32031,266431.141188817
604,492,539,628,908,1103,"Marengo County, AL",NCNTY01091N01091,1103,3568670655.92578,316740.912700175
605,472,475,628,844,1056,"Marion County, AL",NCNTY01093N01093,1056,2818164805.89063,229595.886546422
606,483,486,643,866,869,"Marshall County, AL",NCNTY01095N01095,869,2374746832.23047,273286.595872288
607,407,519,628,908,925,"Randolph County, AL",NCNTY01111N01111,925,2171334377.55078,193408.425228312
608,935,940,1244,1589,1944,"Eastern Worcester County, MA HUD Metro FMR Area",METRO49340MM1120,1944,855015440.453125,245367.944915314
609,826,832,1096,1380,1491,"Fitchburg-Leominster, MA HUD Metro FMR Area",METRO49340MM2600,1491,1258884047.53125,177209.296676231
610,775,825,1028,1326,1465,"Windham County, CT HUD Metro FMR Area",METRO49340N09015,1465,2433474681.22266,227178.960493931
611,714,718,950,1279,1294,"Western Worcester County, MA HUD Metro FMR Area",METRO49340N25027,1294,1429810279.17969,331485.00682556
612,556,637,837,1144,1285,"Yakima, WA MSA",METRO49420M49420,1285,23522612023.9844,752417.138114087
613,611,722,946,1212,1297,"York-Hanover, PA MSA",METRO49620M49620,1297,4015079466.44922,333874.569369327
614,473,544,685,897,992,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",METRO49660M49660,992,4861120920.58594,312599.57247043
615,544,548,710,904,1035,"Sharon, PA HUD Metro FMR Area",METRO49660MM7610,1035,3135481637.92188,231955.431433226
616,670,674,878,1269,1542,"Yuba City, CA MSA",METRO49700M49700,1542,5402230396.41016,515388.443101725
617,500,503,666,838,941,"Barbour County, AL",NCNTY01005N01005,941,3257857815.91016,319248.537314533
618,492,549,628,884,887,"Wilcox County, AL",NCNTY01131N01131,887,3276818365.21484,317030.613153211
619,472,475,628,908,962,"Winston County, AL",NCNTY01133N01133,962,2395403047.73438,201961.098922782
620,794,856,1118,1401,1511,"Aleutians East Borough, AK",NCNTY02013N02013,1511,56293912482.4766,7961590.38328221
621,566,569,679,982,1193,"Gates County, NC HUD Metro FMR Area",METRO47260N37073,1193,1380217849.60547,166790.776418296
622,695,699,925,1291,1525,"Visalia-Porterville, CA MSA",METRO47300M47300,1525,19295060656.6719,645383.607819776
623,572,628,823,1124,1325,"Waco, TX HUD Metro FMR Area",METRO47380M47380,1325,3793129802.82422,248596.451824131
624,488,529,700,877,1115,"Falls County, TX HUD Metro FMR Area",METRO47380N48145,1115,2750847589.78516,213917.172809698
625,604,701,927,1223,1253,"Columbia County, WA HUD Metro FMR Area",METRO47460N53013,1253,4738062863,351293.998108054
626,631,735,972,1405,1440,"Walla Walla County, WA HUD Metro FMR Area",METRO47460N53071,1440,7028807544.41406,408284.422361527
627,664,780,894,1151,1461,"Warner Robins, GA HUD Metro FMR Area",METRO47580M47580,1461,1386048351.87891,226705.304714651
628,560,587,742,968,1003,"Peach County, GA HUD Metro FMR Area",METRO47580N13225,1003,553169704.570313,140882.525281547
629,498,576,660,936,1059,"Pulaski County, GA HUD Metro FMR Area",METRO47580N13235,1059,911898946.943359,144931.487204554
630,1415,1454,1665,2176,2678,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",METRO47900M47900,2678,22474208969.5313,1951988.51797396
631,784,789,998,1427,1753,"Culpeper County, VA HUD Metro FMR Area",METRO47900N51047,1753,1619616198.51172,262291.76673509
632,831,836,1106,1422,1775,"Rappahannock County, VA HUD Metro FMR Area",METRO47900N51157,1775,1137241535.84766,168851.717077041
633,554,662,836,1087,1355,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",METRO47940M47940,1355,5112977262.82422,344745.336089913
634,769,774,903,1306,1586,"Jefferson County, WV HUD Metro FMR Area",METRO47900MM3630,1586,916977389.859375,166695.510826277
635,715,756,1000,1442,1622,"Warren County, VA HUD Metro FMR Area",METRO47900MM8820,1622,929905160.324219,155862.636582444
636,472,475,628,824,1103,"Cleburne County, AL",NCNTY01029N01029,1103,2103404962.05078,264752.794544704
637,555,558,680,983,1194,"Coffee County, AL",NCNTY01031N01031,1194,2426943331.72461,203449.743883538
638,535,549,628,803,947,"Perry County, AL",NCNTY01105N01105,947,2651221911.03125,263129.844151997
639,557,561,742,930,1003,"Sumter County, AL",NCNTY01119N01119,1003,3341783725.85938,370427.505600814
640,505,508,672,880,923,"Talladega County, AL",NCNTY01121N01121,923,2831665151.62891,327970.70629829
641,474,478,628,884,887,"Conecuh County, AL",NCNTY01035N01035,887,3042674218.32422,308602.792082654
642,508,511,676,857,955,"Coosa County, AL",NCNTY01037N01037,955,2457051761.32813,209370.717148847
643,485,488,628,842,1093,"Covington County, AL",NCNTY01039N01039,1093,3710364171.53516,287563.401513769
644,472,475,628,787,966,"Crenshaw County, AL",NCNTY01041N01041,966,2193905850.61719,284493.759753717
645,497,535,662,892,895,"Cullman County, AL",NCNTY01043N01043,895,2861361492.71094,294592.398099214
646,477,501,629,850,1105,"Dale County, AL",NCNTY01045N01045,1105,2007982327.19922,200612.333827858
647,507,524,628,812,890,"Dallas County, AL",NCNTY01047N01047,890,3615235838.42578,371449.867021839
648,492,549,628,884,887,"Greene County, AL",NCNTY01063N01063,887,2428686399.30078,429011.883275114
649,438,576,681,853,921,"Jackson County, AL",NCNTY01071N01071,921,4336120664.20703,321118.435450426
650,492,546,628,908,940,"Lamar County, AL",NCNTY01075N01075,940,2275619631.01563,206345.430892551
651,472,475,628,852,1072,"Macon County, AL",NCNTY01087N01087,1072,2233741011.34375,248078.720205615
652,486,541,715,907,966,"Baxter County, AR",NCNTY05005N05005,966,2343676574.38281,266289.759953127
653,482,492,651,941,1045,"Boone County, AR",NCNTY05009N05009,1045,2405964108.40234,210922.307971814
654,425,522,662,829,960,"Bradley County, AR",NCNTY05011N05011,960,2436513374.91016,299347.152051319
655,500,590,675,846,982,"Calhoun County, AR",NCNTY05013N05013,982,2364852257.25781,308378.386041652
656,496,499,660,852,973,"Carroll County, AR",NCNTY05015N05015,973,2554354831.15234,261563.616117975
657,481,568,650,865,992,"Chicot County, AR",NCNTY05017N05017,992,2566031645.8125,336174.238393929
658,482,497,651,866,1024,"Clark County, AR",NCNTY05019N05019,1024,3339264332.51953,369204.449535238
659,481,491,650,873,1035,"Clay County, AR",NCNTY05021N05021,1035,2567326016.11328,285121.506222036
660,518,529,700,916,1054,"Cleburne County, AR",NCNTY05023N05023,1054,2320199183.91797,197077.43218466
661,464,559,650,914,1004,"Columbia County, AR",NCNTY05027N05027,1004,2844836026.67969,227518.018787067
662,565,603,798,1154,1402,"Yuma, AZ MSA",METRO49740M49740,1402,20271191416.9688,669625.788870358
663,492,501,628,832,887,"Bullock County, AL",NCNTY01011N01011,887,2262996530.32813,248299.591410551
664,473,476,628,814,1103,"Butler County, AL",NCNTY01013N01013,1103,2794765772.66016,220914.841602527
665,467,579,691,868,958,"Chambers County, AL",NCNTY01017N01017,958,2222707199.25,208465.74331902
666,472,475,628,846,849,"Cherokee County, AL",NCNTY01019N01019,849,2275973302.83984,236877.650204941
667,498,501,663,831,937,"Choctaw County, AL",NCNTY01023N01023,937,3327568335.98438,324906.6996916
668,492,538,628,908,927,"Clarke County, AL",NCNTY01025N01025,927,4492875079.22656,454953.064411181
669,535,549,628,908,1103,"Clay County, AL",NCNTY01027N01027,1103,2251091913.98047,244297.241737159
670,557,566,749,1009,1012,"Santa Cruz County, AZ",NCNTY04023N04023,1012,4426322707.04688,297956.263111249
671,481,491,650,878,929,"Arkansas County, AR",NCNTY05001N05001,929,3932231561.73828,378445.481992641
672,481,546,650,862,879,"Ashley County, AR",NCNTY05003N05003,879,3487791549.67578,283764.040113101
673,441,519,687,874,929,"Mississippi County, AR",NCNTY05093N05093,929,3626003154.23047,363761.93937748
674,481,516,650,833,1139,"Monroe County, AR",NCNTY05095N05095,1139,2385031589.49609,300737.980830024
675,488,491,650,834,1142,"Montgomery County, AR",NCNTY05097N05097,1142,3061977136.25781,227796.449348222
676,555,566,749,938,1012,"Nevada County, AR",NCNTY05099N05099,1012,2326368332.19922,246625.121960731
677,481,501,650,940,946,"Newton County, AR",NCNTY05101N05101,946,3257688700.4375,244419.437802426
678,520,523,650,862,908,"Ouachita County, AR",NCNTY05103N05103,908,2768505531.13281,346675.205650175
679,481,491,650,934,1142,"Phillips County, AR",NCNTY05107N05107,1142,2775600875.05078,340100.389079984
680,553,568,650,833,1043,"Pike County, AR",NCNTY05109N05109,1043,2328923368.34766,275950.712602349
681,464,510,650,814,1108,"Polk County, AR",NCNTY05113N05113,1108,3295868529.01172,265240.577885035
682,521,539,628,882,1017,"Tallapoosa County, AL",NCNTY01123N01123,1017,2820464035.23047,266888.879271088
683,477,510,675,846,922,"Conway County, AR",NCNTY05029N05029,922,2206263655.51563,254232.142343345
684,526,537,710,892,960,"Cross County, AR",NCNTY05037N05037,960,2424813093.72266,203808.374263565
685,481,491,650,902,905,"Dallas County, AR",NCNTY05039N05039,905,2522277891.63672,298690.048947845
686,481,491,650,899,946,"Desha County, AR",NCNTY05041N05041,946,3083988464.07422,440045.786237092
687,481,491,650,867,887,"Drew County, AR",NCNTY05043N05043,887,3127014987.90625,233697.562797157
688,483,493,652,817,949,"Franklin County, AR",NCNTY05047N05047,949,2427541401.43359,275341.358302389
689,481,491,650,910,913,"Fulton County, AR",NCNTY05049N05049,913,2483622914.14453,223907.424359689
690,516,588,697,940,1165,"Greene County, AR",NCNTY05055N05055,1165,2304971077.80469,241420.143906709
691,483,493,652,817,881,"Hempstead County, AR",NCNTY05057N05057,881,2783235387.07422,304859.282039687
692,496,504,633,793,894,"Washington County, AL",NCNTY01129N01129,894,3882640745.22656,315797.93734897
693,1065,1253,1657,2076,2522,"Aleutians West Census Area, AK",NCNTY02016N02016,2522,31317153567.3203,8425296.07991779
694,1151,1365,1563,1958,2113,"Bethel Census Area, AK",NCNTY02050N02050,2113,455658418673.234,9233601.06127103
695,879,952,1238,1667,1673,"Bristol Bay Borough, AK",NCNTY02060N02060,1673,5128286927.07813,425026.362963171
696,1061,1150,1494,1872,2274,"Denali Borough, AK",NCNTY02068N02068,2274,167557132501.313,2080444.69382651
697,1004,1068,1312,1813,1814,"Dillingham Census Area, AK",NCNTY02070N02070,1814,196378291640.563,3428734.36314965
698,719,779,1012,1316,1540,"Haines Borough, AK",NCNTY02100N02100,1540,23203468824.0078,1826349.78940702
699,936,1101,1457,2083,2559,"Juneau City and Borough, AK",NCNTY02110N02110,2559,26096262048.2734,1843169.82551759
700,854,863,1139,1511,1654,"Kenai Peninsula Borough, AK",NCNTY02122N02122,1654,171714111565.336,7734912.39701945
701,854,1005,1330,1785,2336,"Ketchikan Gateway Borough, AK",NCNTY02130N02130,2336,39161642243.6406,5209202.62219689
702,954,1031,1222,1646,1652,"Kodiak Island Borough, AK",NCNTY02150N02150,1652,59901788376.8047,9550034.89971882
703,661,813,931,1166,1258,Kusilvak Census Area,NCNTY02158N02158,1258,212571697243.047,5347812.67708417
704,633,720,892,1118,1567,"Lake and Peninsula Borough, AK",NCNTY02164N02164,1567,250152820144.672,6380877.82628604
705,1027,1340,1599,2003,2161,"Nome Census Area, AK",NCNTY02180N02180,2161,331291082360.281,11221259.846181
706,1012,1160,1328,1664,1847,"North Slope Borough, AK",NCNTY02185N02185,1847,1853754032865.64,16607826.1269635
707,1129,1158,1326,1786,1792,"Northwest Arctic Borough, AK",NCNTY02188N02188,1792,616676531018.141,7813954.5012905
708,712,864,1108,1388,1686,"Petersburg Census Area, AK",NCNTY02195N02195,1686,25616279964.0078,2879846.23385565
709,804,810,1071,1342,1448,"Prince of Wales-Hyder Census Area, AK",NCNTY02198N02198,1448,42261990562.6953,10755720.3494611
710,916,1050,1253,1786,2201,"Sitka City and Borough, AK",NCNTY02220N02220,2201,25741926993.3672,4836850.38032358
711,964,1139,1357,1962,2065,"Skagway Municipality, AK",NCNTY02230N02230,2065,4555492550.41406,388319.017930118
712,876,1029,1234,1784,2167,"Southeast Fairbanks Census Area, AK",NCNTY02240N02240,2167,333705405043.758,3603450.03024647
713,793,924,1222,1531,1860,"Valdez-Cordova Census Area, AK",NCNTY02261N02261,1860,397500733381.094,12656888.5444774
714,743,748,989,1252,1505,"Wrangell City and Borough, AK",NCNTY02275N02275,1505,21558542107.3047,3188592.62313255
715,834,888,1175,1472,1788,"Yakutat City and Borough, AK",NCNTY02282N02282,1788,80245965791.1953,3681115.64207488
716,554,675,780,1128,1370,"Yukon-Koyukuk Census Area, AK",NCNTY02290N02290,1370,2228344289109.03,9533186.44922506
717,530,591,722,1017,1178,"Apache County, AZ",NCNTY04001N04001,1178,43842087635.4141,1215126.77925927
718,668,672,889,1146,1202,"Gila County, AZ",NCNTY04007N04007,1202,18033435008.3398,1027210.64428352
719,617,701,840,1215,1405,"Graham County, AZ",NCNTY04009N04009,1405,17111317914.3164,666151.916712184
720,526,541,716,897,1011,"Greenlee County, AZ",NCNTY04011N04011,1011,6858426335.86719,439387.110033066
721,605,622,823,1076,1178,"La Paz County, AZ",NCNTY04012N04012,1178,16946286088.7422,706350.636882993
722,615,619,796,1067,1182,"Navajo County, AZ",NCNTY04017N04017,1182,38921154010.8711,1146716.28992916
723,701,705,933,1195,1271,"Delta County, CO",NCNTY08029N08029,1271,4913647415.79297,339681.858100869
724,596,611,700,1012,1072,"Dolores County, CO",NCNTY08033N08033,1072,4432917310,377619.888384308
725,617,621,811,1147,1266,"Fremont County, CO",NCNTY08043N08043,1266,6491448102.73438,367896.723794048
726,892,897,1161,1616,2013,"Garfield County, CO",NCNTY08045N08045,2013,12911330114.9102,662351.486961598
727,607,611,762,998,1030,"Huerfano County, CO",NCNTY08055N08055,1030,6600087140.71484,473163.730093943
728,690,694,876,1098,1342,"Jackson County, CO",NCNTY08057N08057,1342,7304495652.26953,471476.322258764
729,707,712,898,1233,1376,"Kiowa County, CO",NCNTY08061N08061,1376,7549856155.01172,423945.268998678
730,557,561,742,948,1303,"Kit Carson County, CO",NCNTY08063N08063,1303,9363535069.09375,400034.8780293
