OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_AREANAME,FMR_CODE,FMR_4PLUSBDR,Shape__Area,Shape__Length
2496,508,660,756,1082,1328,"Nottoway County, VA",NCNTY51135N51135,1328,1290652913.66016,179198.425386982
2497,578,747,861,1245,1425,"Orange County, VA",NCNTY51137N51137,1425,1443687992.71484,227865.128703399
2498,488,602,726,990,1142,"Page County, VA",NCNTY51139N51139,1142,1334525054.73438,178856.64990343
2499,470,611,700,929,1049,"Patrick County, VA",NCNTY51141N51141,1049,1960166206.11328,232337.092955036
2500,467,529,700,943,946,Oglala Lakota County,NCNTY46102N46102,946,10268338927.9844,424880.525968027
2501,467,529,700,877,1006,"Perkins County, SD",NCNTY46105N46105,1006,15230007509.4141,500815.127642489
2502,508,562,744,932,1006,"Bayfield County, WI",NCNTY55007N55007,1006,8264246570.8125,499193.390458744
2503,471,554,733,925,1066,"Buffalo County, WI",NCNTY55011N55011,1066,3598482625.57422,296813.52845501
2504,577,649,859,1076,1184,"Brunswick County, VA",NCNTY51025N51025,1184,2302348583.09766,206943.476500746
2505,470,611,700,877,946,"Buchanan County, VA",NCNTY51027N51027,946,2064178206.42188,279383.033137949
2506,470,611,700,994,1004,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",NCNTY51035N51035,1004,1962954076.03125,216303.136596657
2507,467,542,700,1003,1006,"Hand County, SD",NCNTY46059N46059,1006,7345324018.6875,355448.71504644
2508,467,529,700,916,1085,"Hanson County, SD",NCNTY46061N46061,1085,2156362393.92188,187725.31818036
2509,470,563,700,877,946,"Charlotte County, VA",NCNTY51037N51037,946,1943293830.16016,247480.847916379
2510,651,779,969,1214,1498,"Cumberland County, VA",NCNTY51049N51049,1498,1236033613.19922,187189.670808959
2511,467,592,700,1012,1230,"Lake County, SD",NCNTY46079N46079,1230,2882186295.91016,214462.188310705
2512,488,541,703,960,1218,"Lenoir County, NC",NCNTY37107N37107,1218,1567445707.46875,204291.725163229
2513,518,520,688,876,972,"McCormick County, SC",NCNTY45065N45065,972,1484406455.13281,250585.995863412
2514,467,611,700,924,946,"Bennett County, SD",NCNTY46007N46007,946,5803881322.36328,315811.459199414
2515,499,502,624,902,1096,"Pendleton County, WV",NCNTY54071N54071,1096,2971455835.27734,252448.598224133
2516,452,529,700,995,1162,"Lincoln County, WA",NCNTY53043N53043,1162,13305885199.6484,532030.109500596
2517,580,679,898,1145,1225,"Pacific County, WA",NCNTY53049N53049,1225,5256565935.16406,802868.987657991
2518,828,926,1225,1632,1779,"San Juan County, WA",NCNTY53055N53055,1779,1044258018.52344,937189.455526683
2519,484,569,750,1084,1245,"Wahkiakum County, WA",NCNTY53069N53069,1245,1557117694.74219,183707.298773766
2520,606,669,836,1209,1468,"Whitman County, WA",NCNTY53075N53075,1468,12075888020.1484,573249.411233514
2521,495,498,624,782,948,"Barbour County, WV",NCNTY54001N54001,948,1477707308.88672,189216.541314062
2522,521,545,624,880,1021,"Braxton County, WV",NCNTY54007N54007,1021,2198667497.47266,219793.187153324
2523,513,516,624,782,894,"Calhoun County, WV",NCNTY54013N54013,894,1200204296.11719,210862.28480942
2524,479,482,638,911,914,"Doddridge County, WV",NCNTY54017N54017,914,1386779203.91406,192146.654588179
2525,521,521,624,840,843,"Gilmer County, WV",NCNTY54021N54021,843,1457362229.07422,202334.846914407
2526,523,547,626,816,1100,"Grant County, WV",NCNTY54023N54023,1100,2068757433.41016,263998.399612685
2527,573,599,686,912,978,"Greenbrier County, WV",NCNTY54025N54025,978,4273941886.625,368053.611307258
2528,469,472,624,828,894,"Hardy County, WV",NCNTY54031N54031,894,2510471818.47266,267390.635607055
2529,586,590,706,895,1049,"Harrison County, WV",NCNTY54033N54033,1049,1802996872.74219,212729.912549126
2530,545,546,653,818,992,"Lewis County, WV",NCNTY54041N54041,992,1673129612.48047,215239.689416205
2531,453,481,625,783,914,"Logan County, WV",NCNTY54045N54045,914,1894860914.58984,293054.729382215
2532,521,545,624,782,918,"McDowell County, WV",NCNTY54047N54047,918,2197732436.07422,269296.051403604
2533,548,621,821,1074,1180,"Stanley County, SD",NCNTY46117N46117,1180,7702022964.55078,476943.153850177
2534,467,529,700,928,1006,"Sully County, SD",NCNTY46119N46119,1006,5490080870.94141,343753.032277933
2535,467,529,700,903,946,"Todd County, SD",NCNTY46121N46121,946,6780269821.66406,348832.129617724
2536,467,529,700,1003,1006,"Tripp County, SD",NCNTY46123N46123,1006,7925083646.56641,449504.585479471
2537,564,597,751,997,1157,"Sterling County, TX",NCNTY48431N48431,1157,3323325101.39844,237686.627142526
2538,564,597,751,997,1157,"Stonewall County, TX",NCNTY48433N48433,1157,3411734154.10547,233683.123353835
2539,457,541,619,776,919,"Bledsoe County, TN",NCNTY47007N47007,919,1596958118.15234,213626.924318848
2540,457,513,619,776,919,"Carroll County, TN",NCNTY47017N47017,919,2377958515.21484,222108.474610582
2541,703,744,852,1067,1497,"Washington County, TX",NCNTY48477N48477,1497,2163630690.95703,304652.358404795
2542,628,632,772,971,1317,"Wharton County, TX",NCNTY48481N48481,1317,3738442610.90234,292243.695198563
2543,526,611,700,877,1079,"Wheeler County, TX",NCNTY48483N48483,1079,3576572989.98438,239321.806597172
2544,564,568,718,956,1042,"Pottawatomie County, OK",NCNTY40125N40125,1042,3084814634.83203,294265.183318966
2545,480,529,700,972,1026,"Pushmataha County, OK",NCNTY40127N40127,1026,5428334952.99609,329030.901263673
2546,499,611,700,915,1021,"Roger Mills County, OK",NCNTY40129N40129,1021,4510972232.19922,327091.380760701
2547,457,529,700,883,983,"Jefferson County, NE",NCNTY31095N31095,983,2556853605.76953,202403.681947762
2548,457,529,700,943,946,"Johnson County, NE",NCNTY31097N31097,946,1684076137.15234,164800.064186953
2549,710,724,882,1105,1192,"Caledonia County, VT",NCNTY50005N50005,1192,3344808376.28906,358607.665217631
2550,785,829,988,1238,1493,"Lamoille County, VT",NCNTY50015N50015,1493,2369920073.49219,230618.233077864
2551,470,544,720,921,1012,"Keya Paha County, NE",NCNTY31103N31103,1012,3734729799.33984,281326.695925145
2552,473,485,642,928,971,"Dyer County, TN",NCNTY47045N47045,971,2090989642.72266,232714.085886705
2553,457,468,619,895,1060,"Franklin County, TN",NCNTY47051N47051,1060,2235811611.22656,231444.219561786
2554,457,484,619,849,939,"Henry County, TN",NCNTY47079N47079,939,2372952630.88281,240264.776538723
2555,564,597,751,997,1157,"Foard County, TX",NCNTY48155N48155,1157,2672028874.47266,290495.2898814
2556,457,541,619,842,1027,"Giles County, TN",NCNTY47055N47055,1027,2376130455.64453,239697.738480434
2557,457,496,619,866,919,"Grundy County, TN",NCNTY47061N47061,919,1410427319.14063,178407.827397897
2558,521,697,798,1000,1079,"Kearney County, NE",NCNTY31099N31099,1079,2315569464.80469,199850.786142071
2559,528,531,703,890,950,"Keith County, NE",NCNTY31101N31101,950,5081543749.84766,295146.045800362
2560,596,624,714,962,965,"Morgan County, WV",NCNTY54065N54065,965,1001864275.48438,188283.502029064
2561,684,810,988,1363,1559,"Windsor County, VT",NCNTY50027N50027,1559,4822780356.40625,432228.650469231
2562,477,537,710,956,960,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",NCNTY51005N51005,960,1887643619.91797,230498.896362793
2563,482,578,718,954,1110,"Bath County, VA",NCNTY51017N51017,1110,2236893119.46875,228449.43880911
2564,470,563,700,901,1082,"Bland County, VA",NCNTY51021N51021,1082,1464531506.29688,221970.117418446
2565,526,529,700,877,946,"Thurston County, NE",NCNTY31173N31173,946,1868184291.58203,201406.934370447
2566,457,529,700,877,1203,"Valley County, NE",NCNTY31175N31175,1203,2641527637.58984,205622.323927601
2567,457,536,700,877,1230,"Wayne County, NE",NCNTY31179N31179,1230,2094232172.25,199763.159409593
2568,526,529,700,877,946,"Webster County, NE",NCNTY31181N31181,946,2554107371.27734,202274.177819487
2569,534,538,711,902,961,"Marshall County, TN",NCNTY47117N47117,961,1472117169.46094,230016.833970783
2570,450,538,700,877,960,"Lafayette County, WI",NCNTY55065N55065,960,3040882734.87109,224056.729371147
2571,616,644,852,1118,1286,"Lincoln County, WY",NCNTY56023N56023,1286,19382771921.25,756862.868771038
2572,513,516,624,816,894,"Nicholas County, WV",NCNTY54067N54067,894,2755746259.60156,301869.846831451
2573,708,762,980,1417,1423,"Campbell County, WY",NCNTY56005N56005,1423,24267304631.3203,681682.17385265
2574,611,639,845,1128,1289,"Carbon County, WY",NCNTY56007N56007,1289,37027146706.4414,846425.215103215
2575,572,622,792,1145,1381,"Converse County, WY",NCNTY56009N56009,1381,20645094396.5703,646500.174725452
2576,594,621,822,1030,1433,"Crook County, WY",NCNTY56011N56011,1433,14634292110.3242,486075.448806382
2577,515,618,801,1056,1173,"Fremont County, WY",NCNTY56013N56013,1173,44951550834.9844,1183644.51627258
2578,567,593,785,984,1368,"Goshen County, WY",NCNTY56015N56015,1368,10504885920.4805,447890.823046528
2579,508,529,700,902,946,"Vilas County, WI",NCNTY55125N55125,946,5471825097.61328,360816.062303324
2580,565,665,879,1176,1327,"Walworth County, WI",NCNTY55127N55127,1327,2763560863.52344,210659.157108549
2581,549,553,731,918,1003,"Washburn County, WI",NCNTY55129N55129,1003,4562657551.76953,278998.680013733
2582,495,569,703,988,989,"Waupaca County, WI",NCNTY55135N55135,989,3891854244.39453,273585.368520716
2583,478,529,700,877,972,"Waushara County, WI",NCNTY55137N55137,972,3203544674.48047,239547.103849289
2584,461,531,703,888,950,"Wood County, WI",NCNTY55141N55141,950,4114366114.74219,267975.497737122
2585,560,628,801,1158,1407,"Albany County, WY",NCNTY56001N56001,1407,20007899965.3633,718658.103077198
2586,521,523,624,856,923,"Roane County, WV",NCNTY54087N54087,923,2060806798.74219,219579.197836244
2587,486,503,624,894,1096,"Summers County, WV",NCNTY54089N54089,1096,1522244233.61328,197472.702288492
2588,586,601,688,927,930,"Marion County, SC",NCNTY45067N45067,930,1870370158.5957,327525.275703705
2589,506,529,700,905,1230,"Big Horn County, WY",NCNTY56003N56003,1230,16096326824.1719,605930.719074594
2590,521,545,624,822,968,"Ritchie County, WV",NCNTY54085N54085,968,1958127332.30859,246253.713345132
1001,490,513,672,905,908,"Meade County, KS",NCNTY20119N20119,908,4009311733.45703,257581.621952475
1002,523,527,697,873,1002,"Richland County, IL",NCNTY17159N17159,1002,1541578960.44531,180060.35913188
1003,448,527,697,950,953,"Saline County, IL",NCNTY17165N17165,953,1605175390.68359,160826.762645093
1004,514,534,706,885,1183,"Atchison County, KS",NCNTY20005N20005,1183,1891202874.80078,205699.325759613
1005,490,508,672,842,908,"Barber County, KS",NCNTY20007N20007,908,4649894211.95703,279718.781119851
1006,490,508,672,842,1006,"Barton County, KS",NCNTY20009N20009,1006,3812055582.91797,247024.065668122
1007,459,508,672,883,908,"Bourbon County, KS",NCNTY20011N20011,908,2659474895.95703,207474.493406328
1008,490,508,672,842,983,"Brown County, KS",NCNTY20013N20013,983,2515583547.59375,200593.646529082
1009,490,517,672,902,979,"Chase County, KS",NCNTY20017N20017,979,3276342846.14844,231956.602820924
1010,448,527,697,980,1224,"Union County, IL",NCNTY17181N17181,1224,1738953247.71875,188188.230118558
1011,473,527,697,939,942,"Wabash County, IL",NCNTY17185N17185,942,961953945.890625,217236.212269168
1012,474,527,697,874,942,"Warren County, IL",NCNTY17187N17187,942,2460477001.62891,204830.344320084
1013,554,558,738,925,998,"Washington County, IL",NCNTY17189N17189,998,2378433707.48438,245511.607385159
1014,490,510,672,932,1107,"Wilson County, KS",NCNTY20205N20205,1107,2374299404.69141,194864.095509272
1015,490,508,672,842,979,"Woodson County, KS",NCNTY20207N20207,979,2104392453.73047,184706.091922577
1016,451,467,618,811,935,"Adair County, KY",NCNTY21001N21001,935,1682064798.03125,176776.923562955
1017,521,636,728,980,984,"Anderson County, KY",NCNTY21005N21005,984,853449153.675781,186475.068473055
1018,473,500,661,828,893,"Ballard County, KY",NCNTY21007N21007,893,1115077737.10938,173479.34383817
1019,529,532,704,991,1063,"Crawford County, KS",NCNTY20037N20037,1063,2453184876.09375,198667.847891064
1020,490,508,672,925,979,"Decatur County, KS",NCNTY20039N20039,979,3926653110.08984,250803.879859466
1021,473,609,697,931,1009,"Perry County, IL",NCNTY17145N17145,1009,1871547999.51172,194455.829725565
1022,473,527,697,873,942,"Pike County, IL",NCNTY17149N17149,942,3710344900.98438,283135.272714286
1023,490,508,672,852,979,"Mitchell County, KS",NCNTY20123N20123,979,3122875849.16406,224827.648428372
1024,486,508,672,886,979,"Montgomery County, KS",NCNTY20125N20125,979,2663981086.94141,206598.573724957
1025,490,541,672,923,926,"Morris County, KS",NCNTY20127N20127,926,2992452483.08203,228001.840334829
1026,490,509,672,860,908,"Morton County, KS",NCNTY20129N20129,908,2984446747.16016,218526.48761868
1027,490,555,672,930,1174,"Nemaha County, KS",NCNTY20131N20131,1174,3159172650.92969,226282.017082603
1028,490,582,672,900,908,"Neosho County, KS",NCNTY20133N20133,908,2385566328.85938,195381.555388015
1029,443,493,618,774,835,"Clinton County, KY",NCNTY21053N21053,835,829956967.785156,141801.317251835
1030,443,513,618,840,843,"Crittenden County, KY",NCNTY21055N21055,843,1523979851.89453,268813.700315339
1031,427,489,618,774,843,"Cumberland County, KY",NCNTY21057N21057,843,1257880613.30078,172421.535236733
1032,497,546,694,946,1099,"Boyle County, KY",NCNTY21021N21021,1099,756496102.324219,154425.754997176
1033,483,515,675,942,960,"Carroll County, KY",NCNTY21041N21041,960,584453049.242188,128625.861402423
1034,443,534,618,811,835,"Casey County, KY",NCNTY21045N21045,835,1828807218.39453,196380.894282403
1035,479,522,691,985,1027,"Madison County, KY",NCNTY21151N21151,1027,1837994153.12109,259900.872343822
1036,443,539,618,809,843,"Magoffin County, KY",NCNTY21153N21153,843,1281375092.42969,221017.418881321
1037,451,550,630,789,1016,"Marion County, KY",NCNTY21155N21155,1016,1431733701.85547,200198.114327986
1038,490,508,672,842,908,"Gove County, KS",NCNTY20063N20063,908,4591880793.83203,272263.762021313
1039,436,513,678,913,916,"Dickinson County, KS",NCNTY20041N20041,916,3644749042.02734,266062.664447705
1040,490,508,672,842,979,"Edwards County, KS",NCNTY20047N20047,979,2590608005.32813,223641.035335297
1041,490,508,672,842,1153,"Elk County, KS",NCNTY20049N20049,1153,2678037802.22266,211000.039955006
1042,506,527,694,914,1200,"Ellis County, KS",NCNTY20051N20051,1200,3857454410.12109,248410.049724187
1043,490,508,672,842,908,"Ellsworth County, KS",NCNTY20053N20053,908,3079708026.32031,224386.235290027
1044,522,542,717,898,1113,"Stevens County, KS",NCNTY20189N20189,1113,2974403599.95703,218391.598066755
1045,490,547,672,972,1007,"Thomas County, KS",NCNTY20193N20193,1007,4661626186.33984,274067.099863948
1046,490,587,672,842,908,"Trego County, KS",NCNTY20195N20195,908,3853902290.65625,248433.979123119
1047,490,564,672,940,979,"Wallace County, KS",NCNTY20199N20199,979,3914565071.23047,250299.131014615
1048,490,508,672,842,908,"Washington County, KS",NCNTY20201N20201,908,3946457489.92578,251399.813406462
1049,490,508,672,972,979,"Wichita County, KS",NCNTY20203N20203,979,3041728653.59375,222157.759247907
1050,506,548,699,883,1129,"Hamilton County, IA",NCNTY19079N19079,1129,2742894982.34766,218149.31558957
1051,481,517,664,832,1064,"Hancock County, IA",NCNTY19081N19081,1064,2783586995.71094,211113.730813174
1052,481,502,664,958,1061,"Hardin County, IA",NCNTY19083N19083,1061,2707633956.22266,215591.597202677
1053,564,568,679,914,918,"Henry County, IA",NCNTY19087N19087,918,1986157528.625,180041.911290673
1054,481,580,664,959,983,"Howard County, IA",NCNTY19089N19089,983,2320986055.73828,193473.386317426
1055,481,502,664,873,967,"Humboldt County, IA",NCNTY19091N19091,967,2095384188.42188,184826.120762545
1056,481,545,664,943,1147,"Ida County, IA",NCNTY19093N19093,1147,2052497756.8125,198942.582805105
1057,481,534,664,960,1166,"Iowa County, IA",NCNTY19095N19095,1166,2730442492.5,209854.232709272
1058,481,549,664,912,1005,"Jackson County, IA",NCNTY19097N19097,1005,3065161491.06641,255448.080499023
1059,490,508,672,842,1031,"Harper County, KS",NCNTY20077N20077,1031,3282687072.39844,229482.438359614
1060,607,626,833,1044,1219,"Haskell County, KS",NCNTY20081N20081,1219,2385859511.53906,195274.171341342
1061,459,487,641,803,866,"Todd County, KY",NCNTY21219N21219,866,1527572466.17578,183172.959922768
1062,452,499,631,791,861,"Elliott County, KY",NCNTY21063N21063,861,986249405.113281,187384.528062686
1063,443,467,618,786,890,"Estill County, KY",NCNTY21065N21065,890,1059089186.83984,205746.690488116
1064,443,467,618,774,843,"Fleming County, KY",NCNTY21069N21069,843,1482574590.48828,256022.895251135
1065,504,507,618,815,1030,"Floyd County, KY",NCNTY21071N21071,1030,1633686304.53906,252695.324494824
1066,542,632,757,992,1136,"Franklin County, KY",NCNTY21073N21073,1136,891643284.679688,139436.56469328
1067,503,576,660,884,1046,"Taylor County, GA",NCNTY13269N13269,1046,1388152071.71484,233526.217214756
1068,490,587,672,886,979,"Graham County, KS",NCNTY20065N20065,979,3898240332.14453,249868.204327657
1069,490,508,672,842,979,"Grant County, KS",NCNTY20067N20067,979,2374861061.66406,195205.730591689
1070,490,508,672,842,942,"Gray County, KS",NCNTY20069N20069,942,3606572230.57031,248514.722045115
1071,501,520,688,900,1002,"Greeley County, KS",NCNTY20071N20071,1002,3295111169.89063,230314.539805577
1072,490,564,672,842,1039,"Greenwood County, KS",NCNTY20073N20073,1039,4799382029.11328,285835.817190836
1073,498,517,684,857,981,"Hamilton County, KS",NCNTY20075N20075,981,4167542614.0625,263527.923034073
1074,539,543,718,900,1126,"Randolph County, GA",NCNTY13243N13243,1126,1548508509.78516,200022.348939921
1075,496,499,660,954,1035,"Schley County, GA",NCNTY13249N13249,1035,609535580.007813,138057.529753924
1076,496,499,660,954,1159,"Stephens County, GA",NCNTY13257N13257,1159,704969488.167969,119877.691008228
1077,496,499,660,855,1035,"Stewart County, GA",NCNTY13259N13259,1035,1677261500.09375,198127.584907026
1078,441,505,668,944,1173,"Perry County, MO",NCNTY29157N29157,1173,2006912776.89453,239086.658790248
1079,450,475,628,828,910,"Hopkins County, KY",NCNTY21107N21107,910,2274011436.13281,327345.983670213
1080,443,489,618,877,880,"Jackson County, KY",NCNTY21109N21109,880,1425311025.92578,184811.114211482
1081,443,486,618,832,835,"Johnson County, KY",NCNTY21115N21115,835,1099015835.74219,189369.106319665
1082,443,467,618,784,837,"Knott County, KY",NCNTY21119N21119,837,1448851125.22656,209888.992242504
1083,443,523,618,843,1085,"Knox County, KY",NCNTY21121N21121,1085,1573005105.02734,235232.826879099
1084,460,543,642,880,1009,"Laurel County, KY",NCNTY21125N21125,1009,1810273602.54297,284066.712496169
1085,443,526,618,839,983,"Lawrence County, KY",NCNTY21127N21127,983,1758082744.94531,254295.1861845
1086,474,489,618,840,843,"Leslie County, KY",NCNTY21131N21131,843,1649462989.91406,225918.203866758
1087,448,501,625,783,857,"Letcher County, KY",NCNTY21133N21133,857,1383729116.38672,239291.993805979
1088,443,517,618,774,912,"Lewis County, KY",NCNTY21135N21135,912,2099819199.26172,290502.470860645
1089,443,508,618,840,843,"Livingston County, KY",NCNTY21139N21139,843,1400421592.49609,220050.263593939
1090,447,514,624,817,843,"Logan County, KY",NCNTY21141N21141,843,2257845391.02734,193060.843768794
1091,496,499,660,827,892,"Hart County, GA",NCNTY13147N13147,892,978658117.160156,135307.834410553
1092,523,526,660,827,1035,"Irwin County, GA",NCNTY13155N13155,1035,1299188782.0957,188800.830459192
1093,451,555,697,927,1043,"Hancock County, IL",NCNTY17067N17067,1043,3641462009.30078,253322.304874865
1094,473,557,697,873,1001,"Hardin County, IL",NCNTY17069N17069,1001,748950214.148438,118273.773896831
1095,505,508,672,842,1088,"Allen County, KS",NCNTY20001N20001,1088,2104671203.85156,185537.521942853
